time,sensor0,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9
2020-09-28 11:22:16.966737,-0.794636,-1.589271,-2.383907,-3.178543,-3.973179,-4.767814,-5.562450,-6.357086,-7.151722,-7.946357
2020-09-28 11:22:17.066738,-0.806618,-1.613235,-2.419853,-3.226471,-4.033089,-4.839706,-5.646324,-6.452942,-7.259560,-8.066177
2020-09-28 11:22:17.166742,-0.818277,-1.636554,-2.454831,-3.273108,-4.091386,-4.909663,-5.727940,-6.546217,-7.364494,-8.182771
2020-09-28 11:22:17.270774,-0.829609,-1.659218,-2.488828,-3.318437,-4.148046,-4.977655,-5.807264,-6.636873,-7.466483,-8.296092
2020-09-28 11:22:17.374775,-0.840609,-1.681219,-2.521828,-3.362438,-4.203047,-5.043656,-5.884266,-6.724875,-7.565485,-8.406094
2020-09-28 11:22:17.478775,-0.851273,-1.702547,-2.553820,-3.405094,-4.256367,-5.107640,-5.958914,-6.810187,-7.661461,-8.512734
2020-09-28 11:22:17.582738,-0.861597,-1.723194,-2.584791,-3.446388,-4.307985,-5.169581,-6.031178,-6.892775,-7.754372,-8.615969
2020-09-28 11:22:17.682739,-0.871576,-1.743152,-2.614727,-3.486303,-4.357879,-5.229455,-6.101030,-6.972606,-7.844182,-8.715758
2020-09-28 11:22:17.782775,-0.881206,-1.762412,-2.643618,-3.524824,-4.406030,-5.287236,-6.168442,-7.049648,-7.930854,-8.812060
2020-09-28 11:22:17.886775,-0.890484,-1.780968,-2.671451,-3.561935,-4.452419,-5.342903,-6.233387,-7.123870,-8.014354,-8.904838
2020-09-28 11:22:17.986834,-0.899405,-1.798811,-2.698216,-3.597622,-4.497027,-5.396432,-6.295838,-7.195243,-8.094649,-8.994054
2020-09-28 11:22:18.090796,-0.907967,-1.815935,-2.723902,-3.631869,-4.539836,-5.447804,-6.355771,-7.263738,-8.171705,-9.079673
2020-09-28 11:22:18.194793,-0.916166,-1.832332,-2.748498,-3.664664,-4.580830,-5.496996,-6.413162,-7.329327,-8.245493,-9.161659
2020-09-28 11:22:18.294794,-0.923998,-1.847996,-2.771994,-3.695993,-4.619991,-5.543989,-6.467987,-7.391985,-8.315983,-9.239982
2020-09-28 11:22:18.422793,-0.931461,-1.862922,-2.794382,-3.725843,-4.657304,-5.588765,-6.520226,-7.451686,-8.383147,-9.314608
2020-09-28 11:22:18.543823,-0.938551,-1.877102,-2.815653,-3.754203,-4.692754,-5.631305,-6.569856,-7.508407,-8.446958,-9.385509
2020-09-28 11:22:18.651824,-0.945266,-1.890531,-2.835797,-3.781062,-4.726328,-5.671593,-6.616859,-7.562124,-8.507390,-9.452655
2020-09-28 11:22:18.751860,-0.951602,-1.903204,-2.854806,-3.806408,-4.758010,-5.709612,-6.661215,-7.612817,-8.564419,-9.516021
2020-09-28 11:22:18.851861,-0.957558,-1.915116,-2.872674,-3.830232,-4.787790,-5.745348,-6.702906,-7.660464,-8.618022,-9.575580
2020-09-28 11:22:18.951863,-0.963131,-1.926262,-2.889393,-3.852524,-4.815655,-5.778786,-6.741917,-7.705047,-8.668178,-9.631309
2020-09-28 11:22:19.055862,-0.968319,-1.936637,-2.904956,-3.873274,-4.841593,-5.809912,-6.778230,-7.746549,-8.714868,-9.683186
2020-09-28 11:22:19.159826,-0.973119,-1.946238,-2.919357,-3.892476,-4.865595,-5.838714,-6.811833,-7.784952,-8.758071,-9.731190
2020-09-28 11:22:19.263823,-0.977530,-1.955060,-2.932590,-3.910120,-4.887651,-5.865181,-6.842711,-7.820241,-8.797771,-9.775301
2020-09-28 11:22:19.367862,-0.981550,-1.963101,-2.944651,-3.926201,-4.907751,-5.889302,-6.870852,-7.852402,-8.833952,-9.815503
2020-09-28 11:22:19.471860,-0.985178,-1.970356,-2.955533,-3.940711,-4.925889,-5.911067,-6.896244,-7.881422,-8.866600,-9.851778
2020-09-28 11:22:19.575823,-0.988411,-1.976823,-2.965234,-3.953645,-4.942056,-5.930468,-6.918879,-7.907290,-8.895701,-9.884113
2020-09-28 11:22:19.675861,-0.991249,-1.982499,-2.973748,-3.964997,-4.956247,-5.947496,-6.938746,-7.929995,-8.921244,-9.912494
2020-09-28 11:22:19.779823,-0.993691,-1.987382,-2.981073,-3.974764,-4.968455,-5.962146,-6.955837,-7.949528,-8.943219,-9.936910
2020-09-28 11:22:19.879867,-0.995735,-1.991470,-2.987206,-3.982941,-4.978676,-5.974411,-6.970146,-7.965881,-8.961617,-9.957352
2020-09-28 11:22:19.979914,-0.997381,-1.994762,-2.992143,-3.989524,-4.986905,-5.984286,-6.981667,-7.979048,-8.976430,-9.973811
2020-09-28 11:22:20.079955,-0.998628,-1.997256,-2.995884,-3.994512,-4.993140,-5.991768,-6.990396,-7.989024,-8.987652,-9.986280
2020-09-28 11:22:20.183954,-0.999476,-1.998951,-2.998427,-3.997902,-4.997378,-5.996853,-6.996329,-7.995804,-8.995280,-9.994755
2020-09-28 11:22:20.287912,-0.999923,-1.999847,-2.999770,-3.999693,-4.999616,-5.999540,-6.999463,-7.999386,-8.999309,-9.999233
2020-09-28 11:22:20.387912,-0.999971,-1.999942,-2.999913,-3.999884,-4.999855,-5.999826,-6.999797,-7.999768,-8.999739,-9.999710
2020-09-28 11:22:20.491952,-0.999619,-1.999238,-2.998857,-3.998475,-4.998094,-5.997713,-6.997332,-7.996951,-8.996570,-9.996188
2020-09-28 11:22:20.595929,-0.998867,-1.997734,-2.996600,-3.995467,-4.994334,-5.993201,-6.992068,-7.990934,-8.989801,-9.988668
2020-09-28 11:22:20.695931,-0.997715,-1.995430,-2.993146,-3.990861,-4.988576,-5.986291,-6.984007,-7.981722,-8.979437,-9.977152
2020-09-28 11:22:20.799913,-0.996165,-1.992329,-2.988494,-3.984658,-4.980823,-5.976988,-6.973152,-7.969317,-8.965481,-9.961646
2020-09-28 11:22:20.927913,-0.994216,-1.988431,-2.982647,-3.976862,-4.971078,-5.965293,-6.959509,-7.953724,-8.947940,-9.942155
2020-09-28 11:22:21.094064,-0.991869,-1.983738,-2.975606,-3.967475,-4.959344,-5.951213,-6.943081,-7.934950,-8.926819,-9.918688
2020-09-28 11:22:21.194069,-0.989125,-1.978251,-2.967376,-3.956501,-4.945626,-5.934752,-6.923877,-7.913002,-8.902127,-9.891253
2020-09-28 11:22:21.298025,-0.985986,-1.971972,-2.957958,-3.943945,-4.929931,-5.915917,-6.901903,-7.887889,-8.873875,-9.859861
2020-09-28 11:22:21.398029,-0.982453,-1.964905,-2.947358,-3.929810,-4.912263,-5.894716,-6.877168,-7.859621,-8.842074,-9.824526
2020-09-28 11:22:21.502026,-0.978526,-1.957052,-2.935578,-3.914105,-4.892631,-5.871157,-6.849683,-7.828209,-8.806735,-9.785261
2020-09-28 11:22:21.606026,-0.974208,-1.948416,-2.922625,-3.896833,-4.871041,-5.845249,-6.819458,-7.793666,-8.767874,-9.742082
2020-09-28 11:22:21.714039,-0.969501,-1.939001,-2.908502,-3.878003,-4.847503,-5.817004,-6.786505,-7.756006,-8.725506,-9.695007
2020-09-28 11:22:21.814063,-0.964405,-1.928811,-2.893216,-3.857621,-4.822027,-5.786432,-6.750838,-7.715243,-8.679648,-9.644054
2020-09-28 11:22:21.918026,-0.958924,-1.917849,-2.876773,-3.835697,-4.794621,-5.753546,-6.712470,-7.671394,-8.630318,-9.589243
2020-09-28 11:22:22.021196,-0.953060,-1.906119,-2.859179,-3.812239,-4.765298,-5.718358,-6.671417,-7.624477,-8.577537,-9.530596
2020-09-28 11:22:22.125157,-0.946814,-1.893628,-2.840441,-3.787255,-4.734069,-5.680883,-6.627696,-7.574510,-8.521324,-9.468138
2020-09-28 11:22:22.225193,-0.940189,-1.880378,-2.820568,-3.760757,-4.700946,-5.641135,-6.581324,-7.521514,-8.461703,-9.401892
2020-09-28 11:22:22.325206,-0.933189,-1.866377,-2.799566,-3.732754,-4.665943,-5.599131,-6.532320,-7.465509,-8.398697,-9.331886
2020-09-28 11:22:22.429155,-0.925815,-1.851629,-2.777444,-3.703259,-4.629073,-5.554888,-6.480703,-7.406517,-8.332332,-9.258147
2020-09-28 11:22:22.529157,-0.918070,-1.836141,-2.754211,-3.672282,-4.590352,-5.508423,-6.426493,-7.344564,-8.262634,-9.180705
2020-09-28 11:22:22.633158,-0.909959,-1.819918,-2.729877,-3.639836,-4.549795,-5.459754,-6.369713,-7.279672,-8.189631,-9.099591
2020-09-28 11:22:22.737159,-0.901484,-1.802967,-2.704451,-3.605935,-4.507418,-5.408902,-6.310386,-7.211869,-8.113353,-9.014837
2020-09-28 11:22:22.837195,-0.892648,-1.785295,-2.677943,-3.570591,-4.463238,-5.355886,-6.248534,-7.141181,-8.033829,-8.926477
2020-09-28 11:22:22.941158,-0.883455,-1.766909,-2.650364,-3.533819,-4.417273,-5.300728,-6.184183,-7.067637,-7.951092,-8.834547
2020-09-28 11:22:23.041194,-0.873908,-1.747817,-2.621725,-3.495633,-4.369541,-5.243450,-6.117358,-6.991266,-7.865174,-8.739083
2020-09-28 11:22:23.145202,-0.864012,-1.728025,-2.592037,-3.456049,-4.320062,-5.184074,-6.048086,-6.912099,-7.776111,-8.640123
2020-09-28 11:22:23.249191,-0.853771,-1.707542,-2.561312,-3.415083,-4.268854,-5.122625,-5.976395,-6.830166,-7.683937,-8.537708
2020-09-28 11:22:23.353156,-0.843188,-1.686375,-2.529563,-3.372751,-4.215939,-5.059126,-5.902314,-6.745502,-7.588690,-8.431877
2020-09-28 11:22:23.457156,-0.832267,-1.664535,-2.496802,-3.329070,-4.161337,-4.993605,-5.825872,-6.658140,-7.490407,-8.322674
2020-09-28 11:22:23.557158,-0.821014,-1.642028,-2.463043,-3.284057,-4.105071,-4.926085,-5.747100,-6.568114,-7.389128,-8.210142
2020-09-28 11:22:23.681157,-0.809433,-1.618865,-2.428298,-3.237731,-4.047163,-4.856596,-5.666029,-6.475461,-7.284894,-8.094327
2020-09-28 11:22:23.899243,-0.797527,-1.595055,-2.392582,-3.190109,-3.987637,-4.785164,-5.582691,-6.380218,-7.177746,-7.975273
2020-09-28 11:22:24.009313,-0.785303,-1.570606,-2.355909,-3.141212,-3.926515,-4.711818,-5.497121,-6.282424,-7.067727,-7.853030
2020-09-28 11:22:24.113354,-0.772764,-1.545529,-2.318293,-3.091058,-3.863822,-4.636587,-5.409351,-6.182116,-6.954880,-7.727645
2020-09-28 11:22:24.217349,-0.759917,-1.519834,-2.279751,-3.039668,-3.799585,-4.559502,-5.319418,-6.079335,-6.839252,-7.599169
2020-09-28 11:22:24.321312,-0.746765,-1.493531,-2.240296,-2.987062,-3.733827,-4.480592,-5.227358,-5.974123,-6.720889,-7.467654
2020-09-28 11:22:24.421314,-0.733315,-1.466630,-2.199946,-2.933261,-3.666576,-4.399891,-5.133206,-5.866522,-6.599837,-7.333152
2020-09-28 11:22:24.521314,-0.719572,-1.439143,-2.158715,-2.878287,-3.597858,-4.317430,-5.037002,-5.756573,-6.476145,-7.195717
2020-09-28 11:22:24.621356,-0.705540,-1.411081,-2.116621,-2.822161,-3.527702,-4.233242,-4.938782,-5.644323,-6.349863,-7.055403
2020-09-28 11:22:24.725313,-0.691227,-1.382454,-2.073680,-2.764907,-3.456134,-4.147361,-4.838587,-5.529814,-6.221041,-6.912268
2020-09-28 11:22:24.825351,-0.676637,-1.353273,-2.029910,-2.706547,-3.383184,-4.059820,-4.736457,-5.413094,-6.089731,-6.766367
2020-09-28 11:22:24.929313,-0.661776,-1.323552,-1.985328,-2.647104,-3.308880,-3.970656,-4.632432,-5.294208,-5.955984,-6.617761
2020-09-28 11:22:25.029373,-0.646651,-1.293301,-1.939952,-2.586603,-3.233253,-3.879904,-4.526555,-5.173205,-5.819856,-6.466507
2020-09-28 11:22:25.137374,-0.631267,-1.262533,-1.893800,-2.525067,-3.156333,-3.787600,-4.418866,-5.050133,-5.681400,-6.312666
2020-09-28 11:22:25.257373,-0.615630,-1.231260,-1.846890,-2.462520,-3.078151,-3.693781,-4.309411,-4.925041,-5.540671,-6.156301
2020-09-28 11:22:25.365381,-0.599747,-1.199495,-1.799242,-2.398989,-2.998737,-3.598484,-4.198231,-4.797979,-5.397726,-5.997473
2020-09-28 11:22:25.469375,-0.583625,-1.167249,-1.750874,-2.334499,-2.918123,-3.501748,-4.085373,-4.668997,-5.252622,-5.836247
2020-09-28 11:22:25.573374,-0.567269,-1.134537,-1.701806,-2.269074,-2.836343,-3.403611,-3.970880,-4.538148,-5.105417,-5.672686
2020-09-28 11:22:25.673421,-0.550686,-1.101371,-1.652057,-2.202742,-2.753428,-3.304113,-3.854799,-4.405484,-4.956170,-5.506855
2020-09-28 11:22:25.777413,-0.533882,-1.067765,-1.601647,-2.135529,-2.669411,-3.203294,-3.737176,-4.271058,-4.804940,-5.338823
2020-09-28 11:22:25.881375,-0.516865,-1.033731,-1.550596,-2.067462,-2.584327,-3.101193,-3.618058,-4.134924,-4.651789,-5.168654
2020-09-28 11:22:25.981376,-0.499642,-0.999284,-1.498926,-1.998568,-2.498209,-2.997851,-3.497493,-3.997135,-4.496777,-4.996419
2020-09-28 11:22:26.085377,-0.482218,-0.964437,-1.446655,-1.928874,-2.411092,-2.893311,-3.375529,-3.857748,-4.339966,-4.822185
2020-09-28 11:22:26.185412,-0.464602,-0.929204,-1.393807,-1.858409,-2.323011,-2.787613,-3.252215,-3.716817,-4.181420,-4.646022
2020-09-28 11:22:26.289412,-0.446800,-0.893600,-1.340400,-1.787200,-2.234000,-2.680800,-3.127600,-3.574400,-4.021200,-4.468001
2020-09-28 11:22:26.389412,-0.428819,-0.857638,-1.286458,-1.715277,-2.144096,-2.572915,-3.001734,-3.430554,-3.859373,-4.288192
2020-09-28 11:22:26.489413,-0.410667,-0.821334,-1.232001,-1.642667,-2.053334,-2.464001,-2.874668,-3.285335,-3.696002,-4.106668
2020-09-28 11:22:26.593412,-0.392350,-0.784700,-1.177051,-1.569401,-1.961751,-2.354101,-2.746452,-3.138802,-3.531152,-3.923502
2020-09-28 11:22:26.693413,-0.373877,-0.747753,-1.121630,-1.495507,-1.869383,-2.243260,-2.617137,-2.991013,-3.364890,-3.738767
2020-09-28 11:22:26.797412,-0.355254,-0.710507,-1.065761,-1.421014,-1.776268,-2.131521,-2.486775,-2.842028,-3.197282,-3.552536
2020-09-28 11:22:26.949374,-0.336488,-0.672977,-1.009465,-1.345953,-1.682442,-2.018930,-2.355419,-2.691907,-3.028395,-3.364884
2020-09-28 11:22:27.061375,-0.317589,-0.635177,-0.952766,-1.270354,-1.587943,-1.905531,-2.223120,-2.540709,-2.858297,-3.175886
2020-09-28 11:22:27.161378,-0.298562,-0.597123,-0.895685,-1.194247,-1.492809,-1.791370,-2.089932,-2.388494,-2.687056,-2.985617
2020-09-28 11:22:27.261419,-0.279415,-0.558831,-0.838246,-1.117662,-1.397077,-1.676493,-1.955908,-2.235324,-2.514739,-2.794155
2020-09-28 11:22:27.365374,-0.260157,-0.520315,-0.780472,-1.040630,-1.300787,-1.560945,-1.821102,-2.081260,-2.341417,-2.601575
2020-09-28 11:22:27.465412,-0.240795,-0.481591,-0.722386,-0.963182,-1.203977,-1.444773,-1.685568,-1.926363,-2.167159,-2.407954
2020-09-28 11:22:27.569375,-0.221337,-0.442674,-0.664011,-0.885348,-1.106685,-1.328022,-1.549359,-1.770696,-1.992033,-2.213370
2020-09-28 11:22:27.669413,-0.201790,-0.403580,-0.605370,-0.807161,-1.008951,-1.210741,-1.412531,-1.614321,-1.816111,-2.017901
2020-09-28 11:22:27.773414,-0.182163,-0.364325,-0.546488,-0.728650,-0.910813,-1.092975,-1.275138,-1.457300,-1.639463,-1.821625
2020-09-28 11:22:27.877374,-0.162462,-0.324924,-0.487386,-0.649848,-0.812310,-0.974772,-1.137234,-1.299696,-1.462158,-1.624620
2020-09-28 11:22:27.981277,-0.142697,-0.285393,-0.428090,-0.570786,-0.713483,-0.856179,-0.998876,-1.141572,-1.284269,-1.426965
2020-09-28 11:22:28.085240,-0.122874,-0.245748,-0.368622,-0.491496,-0.614370,-0.737244,-0.860118,-0.982992,-1.105866,-1.228740
2020-09-28 11:22:28.189240,-0.103002,-0.206005,-0.309007,-0.412009,-0.515011,-0.618014,-0.721016,-0.824018,-0.927021,-1.030023
2020-09-28 11:22:28.289280,-0.083089,-0.166179,-0.249268,-0.332358,-0.415447,-0.498536,-0.581626,-0.664715,-0.747805,-0.830894
2020-09-28 11:22:28.393241,-0.063143,-0.126287,-0.189430,-0.252573,-0.315716,-0.378860,-0.442003,-0.505146,-0.568289,-0.631433
2020-09-28 11:22:28.493244,-0.043172,-0.086344,-0.129516,-0.172688,-0.215859,-0.259031,-0.302203,-0.345375,-0.388547,-0.431719
2020-09-28 11:22:28.597248,-0.023183,-0.046366,-0.069550,-0.092733,-0.115916,-0.139099,-0.162283,-0.185466,-0.208649,-0.231832
2020-09-28 11:22:28.701240,-0.003185,-0.006371,-0.009556,-0.012741,-0.015927,-0.019112,-0.022297,-0.025482,-0.028668,-0.031853
2020-09-28 11:22:28.801241,0.016814,0.033628,0.050442,0.067256,0.084070,0.100883,0.117697,0.134511,0.151325,0.168139
2020-09-28 11:22:28.901241,0.036806,0.073613,0.110419,0.147226,0.184032,0.220838,0.257645,0.294451,0.331257,0.368064
2020-09-28 11:22:29.001244,0.056784,0.113568,0.170352,0.227137,0.283921,0.340705,0.397489,0.454273,0.511057,0.567841
2020-09-28 11:22:29.105241,0.076739,0.153478,0.230218,0.306957,0.383696,0.460435,0.537174,0.613913,0.690653,0.767392
2020-09-28 11:22:29.205244,0.096664,0.193327,0.289991,0.386654,0.483318,0.579981,0.676645,0.773308,0.869972,0.966635
2020-09-28 11:22:29.305282,0.116549,0.233098,0.349648,0.466197,0.582746,0.699295,0.815844,0.932394,1.048943,1.165492
2020-09-28 11:22:29.437242,0.136388,0.272777,0.409165,0.545553,0.681941,0.818330,0.954718,1.091106,1.227494,1.363883
2020-09-28 11:22:29.561242,0.156173,0.312346,0.468518,0.624691,0.780864,0.937037,1.093209,1.249382,1.405555,1.561728
2020-09-28 11:22:29.671441,0.175895,0.351790,0.527684,0.703579,0.879474,1.055369,1.231264,1.407159,1.583053,1.758948
2020-09-28 11:22:29.771445,0.195547,0.391093,0.586640,0.782186,0.977733,1.173279,1.368826,1.564372,1.759919,1.955465
2020-09-28 11:22:29.875441,0.215120,0.430240,0.645360,0.860480,1.075600,1.290720,1.505840,1.720960,1.936080,2.151200
2020-09-28 11:22:29.975442,0.234607,0.469215,0.703822,0.938430,1.173037,1.407644,1.642252,1.876859,2.111467,2.346074
2020-09-28 11:22:30.075442,0.254001,0.508002,0.762003,1.016004,1.270005,1.524006,1.778007,2.032008,2.286009,2.540010
2020-09-28 11:22:30.175443,0.273293,0.546586,0.819879,1.093172,1.366465,1.639758,1.913051,2.186344,2.459637,2.732930
2020-09-28 11:22:30.275483,0.292476,0.584951,0.877427,1.169903,1.462378,1.754854,2.047330,2.339805,2.632281,2.924757
2020-09-28 11:22:30.375485,0.311541,0.623083,0.934624,1.246165,1.557707,1.869248,2.180790,2.492331,2.803872,3.115414
2020-09-28 11:22:30.479444,0.330482,0.660965,0.991447,1.321930,1.652412,1.982895,2.313377,2.643860,2.974342,3.304824
2020-09-28 11:22:30.579483,0.349291,0.698583,1.047874,1.397165,1.746457,2.095748,2.445039,2.794331,3.143622,3.492913
2020-09-28 11:22:30.679506,0.367961,0.735921,1.103882,1.471842,1.839803,2.207763,2.575724,2.943684,3.311645,3.679605
2020-09-28 11:22:30.783443,0.386483,0.772965,1.159448,1.545930,1.932413,2.318895,2.705378,3.091860,3.478343,3.864825
2020-09-28 11:22:30.887443,0.404850,0.809700,1.214550,1.619400,2.024250,2.429100,2.833949,3.238799,3.643649,4.048499
2020-09-28 11:22:30.987577,0.423055,0.846111,1.269166,1.692222,2.115277,2.538332,2.961388,3.384443,3.807499,4.230554
2020-09-28 11:22:31.087581,0.441092,0.882183,1.323275,1.764367,2.205458,2.646550,3.087642,3.528733,3.969825,4.410917
2020-09-28 11:22:31.191576,0.458951,0.917903,1.376854,1.835806,2.294757,2.753709,3.212660,3.671612,4.130563,4.589515
2020-09-28 11:22:31.295579,0.476628,0.953255,1.429883,1.906511,2.383139,2.859766,3.336394,3.813022,4.289650,4.766277
2020-09-28 11:22:31.395614,0.494113,0.988227,1.482340,1.976453,2.470567,2.964680,3.458793,3.952907,4.447020,4.941134
2020-09-28 11:22:31.499577,0.511401,1.022803,1.534204,2.045605,2.557007,3.068408,3.579809,4.091211,4.602612,5.114013
2020-09-28 11:22:31.599618,0.528485,1.056969,1.585454,2.113939,2.642424,3.170908,3.699393,4.227878,4.756363,5.284847
2020-09-28 11:22:31.703580,0.545357,1.090714,1.636070,2.181427,2.726784,3.272141,3.817497,4.362854,4.908211,5.453568
2020-09-28 11:22:31.807617,0.562011,1.124021,1.686032,2.248043,2.810053,3.372064,3.934075,4.496085,5.058096,5.620107
2020-09-28 11:22:31.911576,0.578440,1.156880,1.735319,2.313759,2.892199,3.470639,4.049078,4.627518,5.205958,5.784398
2020-09-28 11:22:32.011576,0.594637,1.189275,1.783912,2.378550,2.973187,3.567825,4.162462,4.757100,5.351737,5.946375
2020-09-28 11:22:32.111576,0.610597,1.221195,1.831792,2.442390,3.052987,3.663584,4.274182,4.884779,5.495376,6.105974
2020-09-28 11:22:32.211577,0.626313,1.252626,1.878939,2.505252,3.131565,3.757878,4.384191,5.010504,5.636817,6.263130
2020-09-28 11:22:32.355578,0.641778,1.283556,1.925334,2.567113,3.208891,3.850669,4.492447,5.134225,5.776003,6.417782
2020-09-28 11:22:32.493756,0.656987,1.313973,1.970960,2.627946,3.284933,3.941920,4.598906,5.255893,5.912879,6.569866
2020-09-28 11:22:32.605758,0.671932,1.343864,2.015797,2.687729,3.359661,4.031593,4.703526,5.375458,6.047390,6.719322
2020-09-28 11:22:32.708350,0.686609,1.373218,2.059827,2.746437,3.433046,4.119655,4.806264,5.492873,6.179482,6.866091
2020-09-28 11:22:32.808352,0.701011,1.402023,2.103034,2.804046,3.505057,4.206068,4.907080,5.608091,6.309102,7.010114
2020-09-28 11:22:32.912349,0.715133,1.430266,2.145400,2.860533,3.575666,4.290799,5.005933,5.721066,6.436199,7.151332
2020-09-28 11:22:33.012350,0.728969,1.457938,2.186907,2.915876,3.644845,4.373814,5.102783,5.831752,6.560721,7.289690
2020-09-28 11:22:33.112385,0.742513,1.485027,2.227540,2.970053,3.712566,4.455080,5.197593,5.940106,6.682619,7.425133
2020-09-28 11:22:33.224349,0.755761,1.511521,2.267282,3.023042,3.778803,4.534563,5.290324,6.046084,6.801845,7.557605
2020-09-28 11:22:33.352405,0.768705,1.537411,2.306116,3.074822,3.843527,4.612233,5.380938,6.149644,6.918349,7.687055
2020-09-28 11:22:33.456350,0.781343,1.562686,2.344029,3.125372,3.906715,4.688058,5.469400,6.250743,7.032086,7.813429
2020-09-28 11:22:33.556354,0.793668,1.587336,2.381004,3.174671,3.968339,4.762007,5.555675,6.349343,7.143011,7.936679
2020-09-28 11:22:33.660351,0.805675,1.611351,2.417026,3.222701,4.028377,4.834052,5.639727,6.445403,7.251078,8.056754
2020-09-28 11:22:33.760354,0.817361,1.634721,2.452082,3.269442,4.086803,4.904163,5.721524,6.538885,7.356245,8.173606
2020-09-28 11:22:33.860356,0.828719,1.657438,2.486157,3.314875,4.143594,4.972313,5.801032,6.629751,7.458470,8.287189
2020-09-28 11:22:33.960439,0.839746,1.679491,2.519237,3.358983,4.198728,5.038474,5.878220,6.717966,7.557711,8.397457
2020-09-28 11:22:34.064438,0.850437,1.700873,2.551310,3.401746,4.252183,5.102620,5.953056,6.803493,7.653930,8.504366
2020-09-28 11:22:34.168435,0.860787,1.721575,2.582362,3.443150,4.303937,5.164724,6.025512,6.886299,7.747086,8.607874
2020-09-28 11:22:34.273014,0.870794,1.741588,2.612382,3.483175,4.353969,5.224763,6.095557,6.966351,7.837145,8.707939
2020-09-28 11:22:34.376477,0.880452,1.760904,2.641356,3.521808,4.402260,5.282712,6.163164,7.043616,7.924068,8.804520
2020-09-28 11:22:34.480433,0.889758,1.779516,2.669274,3.559032,4.448790,5.338548,6.228306,7.118064,8.007822,8.897580
2020-09-28 11:22:34.580434,0.898708,1.797416,2.696124,3.594832,4.493540,5.392249,6.290957,7.189665,8.088373,8.987081
2020-09-28 11:22:34.680435,0.907299,1.814597,2.721896,3.629195,4.536494,5.443792,6.351091,7.258390,8.165688,9.072987
2020-09-28 11:22:34.780630,0.915526,1.831053,2.746579,3.662106,4.577632,5.493159,6.408685,7.324212,8.239738,9.155264
2020-09-28 11:22:34.932434,0.923388,1.846776,2.770164,3.693552,4.616940,5.540328,6.463716,7.387104,8.310492,9.233880
2020-09-28 11:22:35.046407,0.930880,1.861760,2.792640,3.723521,4.654401,5.585281,6.516161,7.447041,8.377921,9.308801
2020-09-28 11:22:35.151875,0.938000,1.876000,2.814000,3.752000,4.690000,5.628000,6.566000,7.504000,8.442000,9.380000
2020-09-28 11:22:35.251919,0.944745,1.889489,2.834234,3.778979,4.723723,5.668468,6.613212,7.557957,8.502702,9.447446
2020-09-28 11:22:35.355914,0.951111,1.902223,2.853334,3.804446,4.755557,5.706668,6.657780,7.608891,8.560003,9.511114
2020-09-28 11:22:35.459879,0.957098,1.914195,2.871293,3.828391,4.785489,5.742586,6.699684,7.656782,8.613880,9.570977
2020-09-28 11:22:35.563878,0.962701,1.925402,2.888104,3.850805,4.813506,5.776207,6.738909,7.701610,8.664311,9.627012
2020-09-28 11:22:35.663914,0.967920,1.935839,2.903759,3.871679,4.839598,5.807518,6.775438,7.743357,8.711277,9.679197
2020-09-28 11:22:35.763920,0.972751,1.945502,2.918253,3.891004,4.863755,5.836506,6.809257,7.782008,8.754759,9.727510
2020-09-28 11:22:35.867915,0.977193,1.954386,2.931579,3.908773,4.885966,5.863159,6.840352,7.817545,8.794738,9.771932
2020-09-28 11:22:35.968056,0.981244,1.962489,2.943733,3.924978,4.906222,5.887467,6.868711,7.849956,8.831200,9.812445
2020-09-28 11:22:36.068057,0.984903,1.969807,2.954710,3.939613,4.924517,5.909420,6.894323,7.879227,8.864130,9.849033
2020-09-28 11:22:36.172020,0.988168,1.976336,2.964505,3.952673,4.940841,5.929009,6.917178,7.905346,8.893514,9.881682
2020-09-28 11:22:36.272056,0.991038,1.982076,2.973114,3.964152,4.955189,5.946227,6.937265,7.928303,8.919341,9.910379
2020-09-28 11:22:36.376059,0.993511,1.987022,2.980533,3.974044,4.967556,5.961067,6.954578,7.948089,8.941600,9.935111
2020-09-28 11:22:36.476060,0.995587,1.991174,2.986761,3.982348,4.977935,5.973522,6.969109,7.964696,8.960283,9.955870
2020-09-28 11:22:36.580018,0.997265,1.994529,2.991794,3.989058,4.986323,5.983588,6.980852,7.978117,8.975381,9.972646
2020-09-28 11:22:36.680019,0.998543,1.997087,2.995630,3.994173,4.992717,5.991260,6.989803,7.988347,8.986890,9.985433
2020-09-28 11:22:36.780777,0.999423,1.998845,2.998268,3.997691,4.997113,5.996536,6.995959,7.995381,8.994804,9.994227
2020-09-28 11:22:36.881548,0.999902,1.999805,2.999707,3.999609,4.999511,5.999414,6.999316,7.999218,8.999120,9.999023
2020-09-28 11:22:36.982237,0.999982,1.999964,2.999946,3.999928,4.999909,5.999891,6.999873,7.999855,8.999837,9.999819
2020-09-28 11:22:37.084808,0.999662,1.999323,2.998985,3.998646,4.998308,5.997969,6.997631,7.997292,8.996954,9.996615
2020-09-28 11:22:37.188769,0.998941,1.997883,2.996824,3.995765,4.994707,5.993648,6.992589,7.991531,8.990472,9.989413
2020-09-28 11:22:37.289700,0.997822,1.995643,2.993465,3.991286,4.989108,5.986929,6.984751,7.982573,8.980394,9.978216
